ParName   Value   Gradient
MGparm[7]      1.8e-05 -1.06661e-07
MGparm[8]      2.79998  1.12736e-08
SR_parm[1]      13.4087 -2.43144e-05
SR_parm[2]     0.626343 -1.77436e-06
SR_parm[3]      1.26065  6.41182e-07
recdev1(1988)    0.0280694  7.28432e-07
recdev1(1989)     0.423928 -3.36902e-08
recdev1(1990)     0.923032  1.67731e-06
recdev1(1991)      1.15815  1.64297e-07
recdev1(1992)      1.10405  4.52832e-07
recdev1(1993)      1.05794  2.09193e-06
recdev1(1994)     0.939413 -1.28691e-06
recdev1(1995)     0.430067 -2.03541e-07
recdev1(1996)     0.372485  3.37759e-07
recdev1(1997)    0.0459057 -6.34717e-07
recdev1(1998)    -0.307381 -1.19762e-06
recdev1(1999)    -0.659313 -6.90336e-07
recdev1(2000)     -1.06452 -4.46469e-07
recdev1(2001)    -0.703349 -2.28286e-06
recdev1(2002)    -0.499943 -2.17882e-06
recdev1(2003)    -0.338296 -4.28144e-06
recdev1(2004)     0.145521 -3.23287e-06
recdev1(2005)   0.00925626  3.01953e-06
recdev1(2006)   -0.0724768   4.1987e-07
recdev1(2007)    -0.502111  -2.7566e-06
recdev1(2008)    -0.608408  2.53311e-06
recdev1(2009)    -0.414648  6.00116e-06
recdev1(2010)    -0.448624 -5.14357e-06
recdev1(2011)     -0.36059 -9.10762e-06
recdev1(2012)    -0.184001  6.48346e-07
recdev1(2013)   -0.0611004  1.95299e-06
recdev1(2014)     0.236134 -6.83511e-07
recdev1(2015)     0.140752   4.4643e-06
recdev1(2016)     0.258165  5.27605e-06
recdev1(2017)   -0.0764216  1.26488e-06
recdev1(2018)    -0.510331  1.22005e-06
recdev1(2019)    -0.266213  1.03029e-06
recdev1(2020)    -0.195136  1.08927e-06
Q_parm[1]     0.410306 -2.02846e-06
Q_parm[2]     0.219378  8.53425e-09
selparm[1]      3.94911 -2.89227e-06
selparm[2]      1.57558  2.21623e-06
selparm[3]      4.75604  6.90234e-07
selparm[4]      1.60958  1.85436e-07
selparm[5]      1.99873  6.27744e-05
selparm[6]    0.0116921 -1.36377e-07
selparm[7]    -0.197159  -5.1273e-06
selparm[8]    -0.122891  2.25806e-06
selparm[9]    -0.255734   2.2772e-06
selparm[10]    -0.203831 -6.64092e-08
selparm[11]   -0.0144089   9.8388e-08
selparm[12]  -0.00307261  -2.8873e-08
