ParName   Value   Gradient
MGparm[7]      1.8e-05  1.98187e-08
MGparm[8]      2.70003 -3.09033e-08
SR_parm[1]      14.0213  4.34485e-06
SR_parm[2]     0.704492 -1.06658e-06
SR_parm[3]      1.06204  4.34951e-07
recdev1(1988)    -0.180138 -2.20288e-07
recdev1(1989)     0.295529 -2.94901e-07
recdev1(1990)     0.864868  5.72779e-07
recdev1(1991)      1.07103   1.8568e-06
recdev1(1992)      1.11174  7.74494e-07
recdev1(1993)      1.16769  2.55586e-06
recdev1(1994)      1.13224  2.30168e-06
recdev1(1995)     0.602954  1.09796e-06
recdev1(1996)     0.627862  1.54274e-06
recdev1(1997)     0.288589  1.52451e-06
recdev1(1998)    -0.248696  1.30694e-06
recdev1(1999)    -0.589913  4.55395e-07
recdev1(2000)     -1.00963 -1.78396e-07
recdev1(2001)    -0.658153 -1.28204e-07
recdev1(2002)    -0.533798 -1.87937e-06
recdev1(2003)    -0.505527 -1.18355e-06
recdev1(2004)    0.0411092 -2.09158e-06
recdev1(2005)    -0.119704 -1.30451e-06
recdev1(2006)    -0.283101 -2.01923e-06
recdev1(2007)    -0.648556 -1.97052e-06
recdev1(2008)    -0.695464 -1.59872e-06
recdev1(2009)    -0.442851 -1.58013e-06
recdev1(2010)    -0.373196 -1.14202e-06
recdev1(2011)    -0.247507 -9.74491e-07
recdev1(2012)     -0.17042 -7.43921e-07
recdev1(2013)    -0.128328 -3.47981e-07
recdev1(2014)  -0.00850977 -3.65426e-07
recdev1(2015)   -0.0413845 -3.72279e-07
recdev1(2016)     0.126294  -1.0662e-07
recdev1(2017)    -0.218588 -6.29228e-08
recdev1(2018)    -0.226442  -2.5696e-08
Q_parm[1]    -0.127392 -4.69281e-06
selparm[1]      4.05788  2.93394e-08
selparm[2]      1.60331 -2.76383e-09
selparm[3]      5.05716 -1.55371e-07
selparm[4]      1.78278  1.10268e-07
selparm[9]     0.977076   3.3977e-06
selparm[10]    0.0100484 -5.11726e-07
selparm[11]    -0.267251 -8.34994e-08
selparm[12]    -0.205595  1.35448e-07
selparm[13]    -0.309863 -3.83281e-07
selparm[14]    -0.304015  2.91187e-07
selparm[15]    0.0471127 -7.04578e-08
selparm[16]     0.124065    9.467e-08
selparm[17]    0.0117002 -1.01176e-07
selparm[18]    -0.231032  5.85474e-08
selparm[19]     0.046428  3.24648e-06
selparm[20]    -0.014175 -7.98162e-08
