ParName   Value   Gradient
MGparm[7]      1.8e-05 -4.34499e-09
MGparm[8]      2.79999  3.84617e-09
SR_parm[1]      13.6131   1.0174e-05
SR_parm[2]      0.81837  2.57174e-07
SR_parm[3]      1.34309 -1.25626e-07
recdev1(1988)     0.101019 -2.55027e-07
recdev1(1989)     0.558591 -1.58207e-07
recdev1(1990)       1.0876  5.72774e-08
recdev1(1991)      1.29536  2.99212e-07
recdev1(1992)      1.21741  3.59042e-07
recdev1(1993)      1.17744  5.09859e-07
recdev1(1994)      1.05812  5.70866e-07
recdev1(1995)     0.512179  3.13248e-07
recdev1(1996)      0.47087  4.13449e-07
recdev1(1997)     0.151638  3.31166e-07
recdev1(1998)    -0.281978  1.79092e-07
recdev1(1999)    -0.646517  9.54434e-08
recdev1(2000)      -1.0316  6.09313e-09
recdev1(2001)    -0.639152  2.15116e-07
recdev1(2002)    -0.466821  2.55404e-07
recdev1(2003)    -0.439594  2.08878e-07
recdev1(2004)    0.0143201  4.04182e-07
recdev1(2005)    -0.135316  2.35076e-07
recdev1(2006)    -0.246408  1.26484e-07
recdev1(2007)    -0.654165 -7.07142e-08
recdev1(2008)    -0.691222 -1.31239e-07
recdev1(2009)    -0.403502 -1.56612e-07
recdev1(2010)    -0.325967 -2.54366e-07
recdev1(2011)     -0.19946 -3.12297e-07
recdev1(2012)   -0.0718211 -3.32426e-07
recdev1(2013)    0.0350715 -3.41458e-07
recdev1(2014)     0.237859 -3.44698e-07
recdev1(2015)     0.140024 -3.81234e-07
recdev1(2016)     0.143764 -4.02241e-07
recdev1(2017)    -0.251797 -3.82375e-07
recdev1(2018)    -0.696308 -3.60986e-07
recdev1(2019)    -0.638634 -3.55952e-07
recdev1(2020)    -0.381004 -3.55603e-07
Q_parm[1]   -0.0468934  1.80643e-07
Q_parm[2]     0.179952  1.55264e-09
selparm[1]      4.10238  1.25848e-07
selparm[2]      1.66251  -4.7853e-08
selparm[3]      4.93391  3.99155e-08
selparm[4]      1.80303 -1.87296e-08
selparm[5]      1.99867   -1.295e-06
selparm[6]    0.0120564 -6.75076e-09
selparm[7]     -0.24688   2.5851e-07
selparm[8]    -0.195857 -5.69172e-08
selparm[9]    -0.308268  1.26775e-07
selparm[10]    -0.346796 -2.13432e-08
selparm[11]   -0.0133447 -6.70906e-09
selparm[12]  -0.00268124  7.38002e-10
