ParName   Value   Gradient
MGparm[7]      1.8e-05  1.81276e-07
MGparm[8]      2.70006  2.45157e-08
SR_parm[1]      14.0253  3.15332e-05
SR_parm[2]     0.705983  3.75849e-06
SR_parm[3]      1.08704 -1.10796e-06
recdev1(1988)    -0.179273  1.20564e-07
recdev1(1989)     0.295798  3.76481e-06
recdev1(1990)     0.862987 -3.92701e-06
recdev1(1991)      1.06875 -1.31766e-05
recdev1(1992)      1.11071 -1.28631e-05
recdev1(1993)      1.16364 -4.10015e-06
recdev1(1994)      1.12598 -6.55179e-06
recdev1(1995)      0.59544 -1.79065e-06
recdev1(1996)     0.617511   -4.469e-06
recdev1(1997)     0.275816 -1.28426e-05
recdev1(1998)    -0.263701  1.40584e-06
recdev1(1999)    -0.599399  -2.2796e-06
recdev1(2000)     -1.01717 -7.61146e-06
recdev1(2001)    -0.664313 -1.46044e-05
recdev1(2002)    -0.530517 -3.92848e-06
recdev1(2003)    -0.498713    1.238e-05
recdev1(2004)    0.0469956  1.16808e-05
recdev1(2005)    -0.113067 -9.62045e-06
recdev1(2006)    -0.274061  4.55317e-06
recdev1(2007)    -0.635204 -5.37987e-06
recdev1(2008)    -0.674841 -7.17755e-06
recdev1(2009)    -0.403059 -1.75663e-05
recdev1(2010)    -0.300264  3.20221e-06
recdev1(2011)    -0.131816  7.77285e-06
recdev1(2012)   -0.0276171 -1.20302e-06
recdev1(2013)    0.0197499 -9.36012e-06
recdev1(2014)    0.0396654 -6.07091e-07
recdev1(2015)    -0.412111 -9.04532e-06
recdev1(2016)    -0.247539 -9.14368e-06
recdev1(2017)    -0.250382 -5.72125e-06
Q_parm[1]    -0.155919 -4.27143e-06
selparm[1]      4.05356 -9.03613e-07
selparm[2]      1.60129  5.39184e-06
selparm[3]      5.06833 -1.28352e-06
selparm[4]      1.79811   8.0214e-07
selparm[9]     0.977253 -4.43779e-05
selparm[10]    0.0100503  5.85121e-07
selparm[11]    -0.264048  3.63364e-06
selparm[12]    -0.214721  4.49928e-06
selparm[13]    -0.289689   -6.758e-06
selparm[14]    -0.279584  2.12293e-06
selparm[15]    0.0448545  6.23929e-07
selparm[16]     0.115332 -6.23014e-08
selparm[17]   0.00378486 -2.82133e-07
selparm[18]     -0.18114  9.72779e-07
selparm[19]    0.0461414 -5.24753e-06
selparm[20]   -0.0140271  4.63737e-08
