0.46219,124917,
0.46219,124917,
0.532248,121442,
0.373615,128994,
0.315236,128346,
0.476317,116100,
0.405213,127649,
0.45727,119946,
0.529968,113627,
0.495812,109785,
0.379116,138064,
0.501483,132305,
0.390959,119832,
0.48007,116979,
0.406227,130571,
0.525289,123856,
0.526716,123787,
0.335673,138826,
0.310626,122465,
0.429658,124614,
0.493927,126708,
0.451664,126179,
0.352393,146250,
0.410021,128800,
0.335881,143288,
0.327964,136589,
0.444542,124160,
0.554997,127368,
0.573204,129203,
0.419533,132600,
0.471674,131747,
0.372585,137785,
0.428155,133710,
0.489688,129361,
0.507026,126472,
0.474968,123942,
0.371501,126784,
0.478441,131623,
0.39531,141072,
0.543997,123847,
0.577661,124598,
0.47434,139302,
0.365842,136018,
0.423491,132931,
0.419182,133695,
0.425482,132143,
0.457578,122392,
0.458538,125081,
0.436733,128810,
0.384766,137313,
0.396987,140367,
0.314271,142172,
0.338001,138171,
0.383796,125241,
0.494958,121837,
0.388198,129673,
0.374368,127603,
0.267573,126435,
0.365734,136371,
0.491279,125057,
0.514843,110812,
0.409344,128078,
0.437655,143674,
0.337717,135753,
0.372304,133328,
0.410144,124811,
0.413993,128194,
0.325394,115753,
0.433076,140218,
0.370394,138365,
0.476318,136022,
0.480701,133877,
0.482282,128670,
0.405794,132298,
0.354455,138447,
0.463528,141632,
0.492867,133349,
0.359055,128262,
0.395858,130474,
0.433933,128446,
0.424895,137984,
0.531097,134955,
0.424034,136077,
0.358857,137673,
0.364367,135178,
0.46151,130358,
0.565933,131974,
0.608617,126675,
0.594437,134609,
0.73307,119910,
0.535162,133445,
0.475105,129112,
0.616999,128534,
0.527846,144082,
0.6281,139878,
0.572307,131323,
0.404965,144318,
0.50089,134904,
0.474389,132559,
0.494013,137612,
0.464835,142151,
0.393012,141458,
0.448616,134601,
0.573252,125443,
0.543671,126601,
0.306931,131456,
0.402026,133204,
0.378736,140298,
0.361827,133333,
0.351626,137780,
0.485757,125921,
0.461886,125788,
0.417134,126051,
0.405784,136046,
0.44984,127571,
0.498105,138255,
0.372351,133323,
0.337611,133418,
0.367471,140425,
0.441734,129983,
0.5497,127696,
0.432564,131461,
0.389533,132471,
0.431472,133520,
0.526292,131352,
0.432671,132017,
0.50355,130195,
0.53075,130679,
0.580476,134137,
0.595637,130640,
0.534531,121519,
0.593107,125717,
0.454925,129697,
0.548873,124569,
0.535691,129458,
0.570009,129295,
0.462265,138448,
0.542523,130837,
0.416847,129475,
0.485566,134189,
0.525999,137752,
0.459413,131067,
0.448381,131463,
0.404755,125768,
0.336352,142317,
0.432913,142421,
0.487787,129496,
0.461079,136955,
0.465803,138735,
0.592444,130694,
0.529645,136621,
0.415561,133537,
0.417386,140918,
0.436948,132502,
0.630984,139869,
0.494245,135460,
0.385158,141390,
0.380744,133300,
0.314754,141638,
0.387455,140764,
0.503638,133234,
0.447616,139086,
0.445235,129694,
0.433493,130487,
0.445204,126968,
0.498527,131023,
0.457539,136079,
0.55016,126630,
0.635128,124534,
0.556344,128768,
0.586078,125142,
0.724497,129002,
0.465366,130765,
0.562246,124961,
0.502113,131090,
0.435897,128699,
0.501849,119933,
0.432672,128015,
0.444216,135209,
0.549455,126816,
0.404761,131025,
0.470015,129438,
0.474454,135924,
0.405918,130855,
0.343852,137525,
0.416957,138365,
0.524228,131182,
0.49168,128756,
0.624438,125066,
0.699958,122007,
0.686437,127649,
0.429268,132864,
0.348405,135865,
0.36564,142998,
0.39257,130971,
0.458507,128520,
0.525423,128260,
0.500529,124038,
0.41758,122456,
0.557446,123390,
0.385384,128639,
0.445572,129774,
0.535188,119352,
0.463403,125658,
0.369468,138321,
0.303183,147454,
0.547751,133493,
0.607413,137214,
0.584903,129606,
0.502508,130398,
0.539397,127868,
0.535116,125519,
0.438412,127334,
0.372177,135544,
0.375698,124619,
0.359384,128763,
0.306302,147196,
0.327735,132652,
0.342915,142082,
0.442788,132045,
0.589932,129599,
0.383841,136535,
0.435658,130119,
0.483194,134097,
0.419955,134186,
0.388489,140211,
0.438805,132485,
0.584092,124210,
0.541615,135931,
0.501677,137607,
0.401769,132690,
0.386159,137561,
0.404783,142956,
0.558112,129146,
0.656905,126946,
0.558396,133571,
0.460637,136898,
0.525896,134527,
0.608148,128996,
0.593914,135208,
0.602003,137398,
0.679421,126265,
0.678263,130089,
0.785787,131505,
0.637584,127322,
0.529004,131024,
0.553967,128636,
0.383166,140562,
0.434855,151120,
0.474651,139414,
0.494756,136121,
0.47796,133684,
0.630416,132802,
0.850872,128560,
0.6961,139517,
0.58346,139603,
0.604778,136074,
0.528768,135707,
0.48282,135106,
0.445855,128806,
0.449876,135885,
0.526066,135749,
0.42945,134619,
0.454021,130881,
0.297199,132260,
0.445023,136952,
0.466721,128770,
0.467517,117388,
0.449306,130149,
0.38383,127399,
0.428276,133628,
0.338891,143156,
0.321203,140010,
0.328684,126940,
0.402296,126729,
0.530494,119377,
0.399997,129823,
0.376546,120162,
0.368977,124749,
0.335308,142716,
0.36909,129260,
0.463646,132643,
0.558828,131966,
0.422635,133601,
0.474336,136491,
0.515529,133632,
0.471805,141466,
0.379016,144331,
0.280367,140231,
0.494459,126584,
0.467683,129472,
0.326198,134495,
0.418237,143671,
0.479792,135057,
0.670646,135387,
0.702676,122453,
0.595881,120473,
0.503242,128392,
0.596844,128982,
0.416096,131495,
0.330608,135282,
0.315057,131195,
0.431361,128222,
0.430694,140614,
0.632555,133492,
0.63892,123204,
0.530282,122056,
0.449204,136973,
0.423647,133765,
0.349141,138226,
0.452574,131818,
0.431063,134349,
0.349899,135407,
0.466382,134444,
0.59423,128194,
0.435103,133959,
0.358068,140892,
0.369167,141192,
0.471391,132263,
0.484159,134385,
0.416866,134082,
0.495174,131416,
0.463255,130796,
0.355223,133367,
0.437677,134989,
0.453071,130772,
0.397622,131387,
0.538451,133393,
0.542909,136175,
0.410447,142963,
0.482773,142912,
0.361765,135109,
0.459635,130648,
0.516074,126103,
0.375798,129998,
0.38911,130483,
0.367284,131425,
0.486439,136053,
0.353674,145040,
0.414419,139270,
0.437388,137015,
0.41895,137583,
0.419287,136237,
0.367165,133524,
0.289199,140699,
0.366446,142388,
0.404085,139831,
0.394019,142442,
0.332591,134363,
0.284698,134999,
0.359755,128224,
0.415842,131287,
