0.950722,0.809723,
0.950722,0.809723,
1.0889,0.925936,
1.03615,0.877619,
0.950518,0.793576,
0.922947,0.788924,
1.04785,0.887115,
0.849117,0.726638,
0.858136,0.732032,
0.925045,0.780037,
1.12597,0.95275,
0.786054,0.674473,
0.954424,0.810319,
0.912423,0.774337,
0.825194,0.702049,
0.849097,0.729433,
0.877323,0.751637,
0.854821,0.725203,
1.10643,0.92425,
1.16893,0.998137,
1.18338,1.00574,
1.20633,1.02511,
1.08991,0.914763,
1.20401,1.02459,
1.1469,0.976606,
1.32387,1.11631,
1.39989,1.18048,
1.54964,1.32918,
1.35342,1.16749,
1.30243,1.11876,
1.36001,1.17428,
1.2546,1.07244,
1.3525,1.15574,
1.42878,1.21701,
1.36684,1.16143,
1.45189,1.23544,
1.56948,1.31994,
1.442,1.22299,
1.26782,1.07767,
1.32661,1.1315,
1.31412,1.13099,
1.32806,1.13289,
1.41428,1.20256,
1.28682,1.08742,
1.07738,0.900153,
1.00648,0.848802,
1.21808,1.02972,
1.0785,0.919112,
1.15926,0.992843,
1.12831,0.958033,
1.13049,0.961843,
1.085,0.917645,
0.91549,0.773521,
0.828067,0.699762,
0.999786,0.858318,
1.08589,0.939056,
1.25951,1.08774,
0.94535,0.801137,
1.07504,0.928132,
1.18464,1.02208,
0.835166,0.71219,
1.21464,1.02927,
1.18474,1.01063,
1.20829,1.03603,
1.17754,1.01098,
1.03222,0.876635,
0.839412,0.718629,
1.0478,0.89497,
1.13327,0.974271,
1.23678,1.06606,
1.27187,1.10568,
1.22484,1.05994,
1.29319,1.10696,
1.31818,1.12567,
1.31762,1.12839,
1.16684,1.00469,
1.14009,0.9775,
1.31702,1.12775,
1.27054,1.08062,
1.32037,1.12968,
1.25981,1.0878,
1.34019,1.16047,
1.46333,1.26529,
1.56765,1.34838,
1.51157,1.30155,
1.44682,1.24868,
1.43871,1.24333,
1.45072,1.25228,
1.40182,1.21784,
1.34812,1.17917,
1.364,1.18495,
1.48449,1.28318,
1.38883,1.20604,
1.5243,1.33148,
1.47631,1.28105,
1.36354,1.18146,
1.41122,1.20918,
1.48233,1.27121,
1.40411,1.21339,
1.2992,1.12745,
1.40434,1.20797,
1.45401,1.23695,
1.31703,1.11665,
1.26189,1.07418,
1.20428,1.0292,
1.38245,1.17002,
1.37353,1.1656,
1.28101,1.07825,
1.41085,1.1905,
1.37475,1.16076,
1.35223,1.15792,
1.37875,1.1732,
1.61256,1.36779,
1.35901,1.15352,
1.36756,1.14941,
1.20801,1.0235,
1.44311,1.21432,
1.42209,1.1996,
1.37614,1.17622,
1.39021,1.18954,
1.37152,1.18218,
1.39196,1.19407,
1.43379,1.2173,
1.36076,1.16129,
1.31874,1.12229,
1.38073,1.17083,
1.42708,1.21508,
1.36512,1.17791,
1.39029,1.20701,
1.32527,1.14544,
1.43231,1.23015,
1.41749,1.2202,
1.34251,1.14464,
1.42481,1.20859,
1.41315,1.20438,
1.32651,1.13148,
1.4001,1.19314,
1.39995,1.19786,
1.56144,1.32502,
1.57159,1.34778,
1.51326,1.30891,
1.66558,1.42064,
1.5241,1.30026,
1.48932,1.27553,
1.27571,1.08444,
1.35867,1.15985,
1.34246,1.12765,
1.41371,1.21257,
1.35937,1.16925,
1.32029,1.13917,
1.47065,1.26829,
1.36763,1.17254,
1.39529,1.19682,
1.39741,1.18128,
1.21315,1.04581,
1.29253,1.11047,
1.27193,1.08633,
1.20769,1.01931,
1.28153,1.08982,
1.26325,1.07187,
1.28667,1.11189,
1.18802,1.01471,
1.27855,1.08597,
1.32288,1.12921,
1.33897,1.15013,
1.34406,1.14761,
1.32211,1.12708,
1.54089,1.30931,
1.60885,1.37221,
1.27277,1.09806,
1.29911,1.11412,
1.40568,1.22418,
1.59278,1.37516,
1.32012,1.13781,
